name,facility_type,capacity,Operating Month,Operating Year,Planned Retirement Month,Planned Retirement Year,coordinate,plant_life,incommod,outcommod,,plant age
Port_Everglades_5B,gas,296,4,2016,4,2046,"(26.0856,-80.1253)",30,,,,4
Port_Everglades_5C,gas,296,4,2016,4,2046,"(26.0856,-80.1253)",30,,,,4
Port_Everglades_5ST,gas,464,4,2016,4,2046,"(26.0856,-80.1253)",30,,,,4
Riviera_5A,gas,265,4,2014,4,2044,"(26.7653,-80.0525)",30,,,,6
Riviera_5B,gas,265,4,2014,4,2044,"(26.7653,-80.0525)",30,,,,6
Riviera_5C,gas,265,4,2014,4,2044,"(26.7653,-80.0525)",30,,,,6
Riviera_5ST,gas,500,4,2014,4,2044,"(26.7653,-80.0525)",30,,,,6
Sanford_4A,gas,188.2,12,2002,12,2032,"(28.8419,-81.3256)",30,,,,18
Sanford_4B,gas,188.2,12,2002,12,2032,"(28.8419,-81.3256)",30,,,,18
Sanford_4C,gas,188.2,12,2002,12,2032,"(28.8419,-81.3256)",30,,,,18
Sanford_4D,gas,188.2,1,2003,1,2033,"(28.8419,-81.3256)",30,,,,17
Sanford_5A,gas,188.2,5,2002,5,2032,"(28.8419,-81.3256)",30,,,,18
Sanford_5B,gas,188.2,5,2002,5,2032,"(28.8419,-81.3256)",30,,,,18
Sanford_5C,gas,188.2,5,2002,5,2032,"(28.8419,-81.3256)",30,,,,18
Sanford_5D,gas,188.2,5,2002,5,2032,"(28.8419,-81.3256)",30,,,,18
Turkey_Point_3,nuclear,877.2,12,1972,12,2032,"(25.4356,-80.3308)",60,,,,48
Turkey_Point_4,nuclear,760,9,1973,9,2033,"(25.4356,-80.3308)",60,,,,47
Turkey_Point_5CA,gas,472,5,2007,5,2037,"(25.4356,-80.3308)",30,,,,13
Turkey_Point_5CTA,gas,188,5,2007,5,2037,"(25.4356,-80.3308)",30,,,,13
Turkey_Point_5CTB,gas,188,5,2007,5,2037,"(25.4356,-80.3308)",30,,,,13
Turkey_Point_5CTC,gas,188,5,2007,5,2037,"(25.4356,-80.3308)",30,,,,13
Turkey_Point_5CTD,gas,188,5,2007,5,2037,"(25.4356,-80.3308)",30,,,,13
South_Fork_Tolt_1,hydro,16.8,11,1995,11,2035,"(47.699167,-121.783333)",40,,,,25
Upper_Mechanicville_1,hydro,8.2,9,1983,9,2023,"(42.9126,-73.6805)",40,,,,37
Upper_Mechanicville_2,hydro,8.2,9,1983,9,2023,"(42.9126,-73.6805)",40,,,,37
Oak_Flat_1,hydro,1.4,11,1985,11,2025,"(40.07531,-121.16143)",40,,,,35
Crystal_River_1GTA,gas,310.3,10,2018,10,2048,"(28.9656,-82.6977)",30,,,,2
Crystal_River_1GTB,gas,310.3,10,2018,10,2048,"(28.9656,-82.6977)",30,,,,2
Crystal_River_2GTA,gas,310.3,11,2018,11,2048,"(28.9656,-82.6977)",30,,,,2
Crystal_River_2GTB,gas,310.3,11,2018,11,2048,"(28.9656,-82.6977)",30,,,,2
Crystal_River_CC1ST,gas,364.7,10,2018,10,2048,"(28.9656,-82.6977)",30,,,,2
Crystal_River_CC2ST,gas,364.7,11,2018,11,2048,"(28.9656,-82.6977)",30,,,,2
Newcastle_1,hydro,12.7,12,1986,12,2026,"(38.835182,-121.092982)",40,,,,34
P_L_Bartow_4AGT,gas,208.2,6,2009,6,2039,"(27.859535,-82.601759)",30,,,,11
P_L_Bartow_4BGT,gas,208.2,6,2009,6,2039,"(27.859535,-82.601759)",30,,,,11
P_L_Bartow_4CGT,gas,208.2,6,2009,6,2039,"(27.859535,-82.601759)",30,,,,11
P_L_Bartow_4DGT,gas,208.2,6,2009,6,2039,"(27.859535,-82.601759)",30,,,,11
P_L_Bartow_4ST,gas,421.2,6,2009,6,2039,"(27.859535,-82.601759)",30,,,,11
Gulf_Clean_Energy_Center_8A,gas,243.1,12,2021,12,2051,"(30.5661,-87.2244)",30,,,,-1
Gulf_Clean_Energy_Center_8B,gas,243.1,12,2021,12,2051,"(30.5661,-87.2244)",30,,,,-1
Gulf_Clean_Energy_Center_8C,gas,243.1,12,2021,12,2051,"(30.5661,-87.2244)",30,,,,-1
Gulf_Clean_Energy_Center_8D,gas,243.1,12,2021,12,2051,"(30.5661,-87.2244)",30,,,,-1
Lansing_Smith_3A,gas,203.2,4,2002,4,2032,"(30.2686,-85.7003)",30,,,,18
Lansing_Smith_3B,gas,203.2,4,2002,4,2032,"(30.2686,-85.7003)",30,,,,18
Lansing_Smith_3S,gas,213.3,4,2002,4,2032,"(30.2686,-85.7003)",30,,,,18
Big_Bend_1,solar,19.8,2,2017,2,2042,"(27.7944,-82.4036)",25,,,,3
Big_Bend_GT4,gas,62,8,2009,8,2039,"(27.7944,-82.4036)",30,,,,11
Big_Bend_GT5,gas,397.8,12,2021,12,2051,"(27.7944,-82.4036)",30,,,,-1
Big_Bend_GT6,gas,397.8,12,2021,12,2051,"(27.7944,-82.4036)",30,,,,-1
Big_Bend_ST3,gas,445.5,5,1976,4,2023,"(27.7944,-82.4036)",30,,,,44
Big_Bend_BBST1,gas,445.5,1,2023,1,2053,"(27.7944,-82.4036)",30,,,,-3
Vogtle_1,nuclear,"1,215.00",5,1987,5,2047,"(33.1427,-81.7625)",60,,,,33
Vogtle_2,nuclear,"1,215.00",5,1989,5,2049,"(33.1427,-81.7625)",60,,,,31
Vogtle_3,nuclear,"1,114.00",3,2023,3,2083,"(33.1427,-81.7625)",60,,,,-3
Vogtle_4,nuclear,"1,114.00",12,2023,12,2083,"(33.1427,-81.7625)",60,,,,-3
Deerhaven_Generating_Station_1,gas,75,8,1972,12,2027,"(29.7592,-82.3878)",30,,,,48
Deerhaven_Generating_Station_2,gas,250.7,10,1981,12,2031,"(29.7592,-82.3878)",30,,,,39
Deerhaven_Generating_Station_GT3,gas,96.1,1,1996,1,2026,"(29.7592,-82.3878)",30,,,,24
John_R_Kelly_8.2,gas,45.5,7,2021,7,2051,"(29.6461,-82.3208)",30,,,,-1
John_R_Kelly_CT04,gas,96.1,5,2001,5,2031,"(29.6461,-82.3208)",30,,,,19
J_D_Kennedy_GT37,gas,185,6,2000,6,2030,"(30.364818,-81.625967)",30,,,,20
J_D_Kennedy_GT38,gas,185,6,2009,6,2039,"(30.364818,-81.625967)",30,,,,11
Larsen_Memorial_8,gas,86.2,7,1992,7,2022,"(28.0797,-81.9228)",30,,,,28
C_D_McIntosh_Jr_5CT,gas,249,5,2001,5,2031,"(28.0801,-81.9229)",30,,,,19
C_D_McIntosh_Jr_5ST,gas,120,10,2002,10,2032,"(28.0801,-81.9229)",30,,,,18
C_D_McIntosh_Jr_GT2,gas,130,6,2020,6,2050,"(28.0801,-81.9229)",30,,,,0
C_D_McIntosh_Jr_IC3,gas,20,1,2024,1,2054,"(28.0801,-81.9229)",30,,,,-4
C_D_McIntosh_Jr_IC4,gas,20,1,2024,1,2054,"(28.0801,-81.9229)",30,,,,-4
C_D_McIntosh_Jr_IC5,gas,20,1,2024,1,2054,"(28.0801,-81.9229)",30,,,,-4
C_D_McIntosh_Jr_IC6,gas,20,1,2024,1,2054,"(28.0801,-81.9229)",30,,,,-4
C_D_McIntosh_Jr_IC7,gas,20,1,2024,1,2054,"(28.0801,-81.9229)",30,,,,-4
C_D_McIntosh_Jr_IC8,gas,20,1,2024,1,2054,"(28.0801,-81.9229)",30,,,,-4
C_D_McIntosh_Jr_PV6,solar,16,1,2024,1,2049,"(28.0801,-81.9229)",25,,,,-4
W_K_Sanders_1,hydro,0.9,7,1983,7,2023,"(44.625282,-72.530859)",40,,,,37
W_K_Sanders_2,hydro,0.9,7,1983,7,2023,"(44.625282,-72.530859)",40,,,,37
Kerckhoff_2_1,hydro,139.5,5,1983,5,2023,"(37.071846,-119.558008)",40,,,,37
Indian_River_Plant_C,gas,130,8,1992,8,2022,"(28.493232,-80.780124)",30,,,,28
Indian_River_Plant_D,gas,130,8,1992,8,2022,"(28.493232,-80.780124)",30,,,,28
Arvah_B_Hopkins_CT_2A,gas,198.9,10,2008,10,2038,"(30.4522,-84.4)",30,,,,12
Arvah_B_Hopkins_GT3,gas,60.5,9,2005,9,2035,"(30.4522,-84.4)",30,,,,15
Arvah_B_Hopkins_GT4,gas,60.5,11,2005,11,2035,"(30.4522,-84.4)",30,,,,15
Arvah_B_Hopkins_IC1,gas,18.8,1,2019,1,2049,"(30.4522,-84.4)",30,,,,1
Arvah_B_Hopkins_IC2,gas,18.8,1,2019,1,2049,"(30.4522,-84.4)",30,,,,1
Arvah_B_Hopkins_IC3,gas,18.8,1,2019,1,2049,"(30.4522,-84.4)",30,,,,1
Arvah_B_Hopkins_IC4,gas,18.8,1,2019,1,2049,"(30.4522,-84.4)",30,,,,1
Arvah_B_Hopkins_IC5,gas,18.8,4,2020,4,2050,"(30.4522,-84.4)",30,,,,0
S_O_Purdom_8,gas,180,7,2000,7,2030,"(30.162304,-84.200673)",30,,,,20
S_O_Purdom_9,gas,90.1,7,2000,7,2030,"(30.162304,-84.200673)",30,,,,20
J_Woodruff_1A,hydro,14.5,2,2003,2,2043,"(30.708571,-84.863869)",40,,,,17
J_Woodruff_2A,hydro,14.5,2,2002,2,2042,"(30.708571,-84.863869)",40,,,,18
J_Woodruff_3A,hydro,14.5,2,2001,2,2041,"(30.708571,-84.863869)",40,,,,19
Medicine_Bow_10,wind,4.9,7,2000,7,2020,"(41.835278,-106.242778)",20,,,,20
Medicine_Bow_11,wind,1.3,7,2000,7,2020,"(41.835278,-106.242778)",20,,,,20
Bartletts_Ferry_5,hydro,54,10,1985,10,2025,"(32.663,-85.0908)",40,,,,35
Bartletts_Ferry_6,hydro,54,11,1985,11,2025,"(32.663,-85.0908)",40,,,,35
Goat_Rock_7,hydro,9.3,6,2005,6,2045,"(32.6096,-85.0795)",40,,,,15
Goat_Rock_8,hydro,9.3,6,2005,6,2045,"(32.6096,-85.0795)",40,,,,15
Jack_McDonough_4,gas,369,12,2011,12,2041,"(33.8239,-84.4758)",30,,,,9
Jack_McDonough_5,gas,369,4,2012,4,2042,"(33.8239,-84.4758)",30,,,,8
Jack_McDonough_5ACT,gas,276.3,4,2012,4,2042,"(33.8239,-84.4758)",30,,,,8
Jack_McDonough_5BCT,gas,276.3,4,2012,4,2042,"(33.8239,-84.4758)",30,,,,8
Jack_McDonough_6,gas,369,10,2012,10,2042,"(33.8239,-84.4758)",30,,,,8
Jack_McDonough_6ACT,gas,276.3,10,2012,10,2042,"(33.8239,-84.4758)",30,,,,8
Jack_McDonough_6BCT,gas,276.3,10,2012,10,2042,"(33.8239,-84.4758)",30,,,,8
Jack_McDonough_CT4A,gas,276.3,12,2011,12,2041,"(33.8239,-84.4758)",30,,,,9
Jack_McDonough_CT4B,gas,276.3,12,2011,12,2041,"(33.8239,-84.4758)",30,,,,9
Toadtown_1,hydro,1.8,4,1986,4,2026,"(39.893491,-121.59338)",40,,,,34
Etiwanda_1,hydro,23.9,12,1994,12,2034,"(34.10345,-117.5257)",40,,,,26
Moccasin_Low_Head_Hydro_Project_1,hydro,2.9,7,1987,7,2027,"(37.816447,-120.312033)",40,,,,33
Hartwell_Lake_5,hydro,80,11,1983,11,2023,"(34.3564,-82.8219)",40,,,,37
Blue_Ridge_2,hydro,1.5,9,1994,9,2034,"(34.883889,-84.282222)",40,,,,26
Nottely_2,hydro,0.9,8,1993,8,2033,"(34.959153,-84.08765)",40,,,,27
Buford_1A,hydro,62,12,2003,12,2043,"(34.162279,-84.077367)",40,,,,17
Buford_2A,hydro,62,12,2004,12,2044,"(34.162279,-84.077367)",40,,,,16
Buford_3A,hydro,7.2,2,2005,2,2045,"(34.162279,-84.077367)",40,,,,15
Puueo_2A,hydro,2.4,10,2005,10,2045,"(19.7264,-155.0908)",40,,,,15
Sly_Creek_1,hydro,12.1,7,1983,7,2023,"(39.580413,-121.119479)",40,,,,37
Kingsley_1,hydro,50,11,1984,11,2024,"(41.2114,-101.6681)",40,,,,36
East_Barnet_1,hydro,2.2,9,1984,9,2024,"(44.326335,-72.035894)",40,,,,36
Gem_State_1,hydro,23.4,11,1988,11,2028,"(43.420221,-112.101852)",40,,,,32
Canyon_1,hydro,3,1,1989,1,2029,"(29.87056,-98.194733)",40,,,,31
Canyon_2,hydro,3,1,1989,1,2029,"(29.87056,-98.194733)",40,,,,31
Lewisville_1,hydro,2.8,1,1992,1,2032,"(33.068473,-96.963806)",40,,,,28
Charles_E_Monty_M-1,hydro,14.2,1,1990,1,2030,"(44.099461,-70.220851)",40,,,,30
Charles_E_Monty_M2,hydro,14.2,1,1990,1,2030,"(44.099461,-70.220851)",40,,,,30
Jarvis_(Hinckley)_1,hydro,4.5,7,1991,7,2031,"(43.3121,-75.109)",40,,,,29
Jarvis_(Hinckley)_2,hydro,4.5,7,1991,7,2031,"(43.3121,-75.109)",40,,,,29
Brownlee_5,hydro,225,3,1980,3,2020,"(44.8367,-116.8975)",40,,,,40
Cascade_Dam_1,hydro,6.2,5,1984,5,2024,"(44.5256,-116.0483)",40,,,,36
Cascade_Dam_2,hydro,6.2,12,1983,12,2023,"(44.5256,-116.0483)",40,,,,37
Shoshone_Falls_4,hydro,3.2,9,2020,9,2060,"(42.5975,-114.4033)",40,,,,0
Swan_Falls_1,hydro,12.5,3,1994,3,2034,"(43.2435,-116.3791)",40,,,,26
Swan_Falls_2,hydro,12.5,5,1994,5,2034,"(43.2435,-116.3791)",40,,,,26
Twin_Falls_(ID)_2,hydro,44.3,7,1995,7,2035,"(42.5892,-114.3553)",40,,,,25
Post_Falls_6,hydro,3.5,12,1980,12,2020,"(47.703333,-116.953889)",40,,,,40
Scott_Flat_7P,hydro,1,2,1985,2,2025,"(39.272108,-120.932508)",40,,,,35
City_Power_Plant_3,hydro,8,7,1982,7,2022,"(43.491398,-112.04541)",40,,,,38
Upper_Power_Plant_4,hydro,8,9,1982,9,2022,"(43.552695,-112.050953)",40,,,,38
Combie_South_1,hydro,0.5,4,1984,4,2024,"(39.0096,-121.0591)",40,,,,36
Combie_South_2,hydro,0.5,4,1984,4,2024,"(39.0096,-121.0591)",40,,,,36
Combie_South_3,hydro,0.5,4,1984,4,2024,"(39.0096,-121.0591)",40,,,,36
E_D_Edwards_2,coal,280.5,6,1968,12,2022,"(40.5958,-89.6631)",30,,,,52
E_D_Edwards_3,coal,363.8,6,1972,12,2022,"(40.5958,-89.6631)",30,,,,48
Grand_Tower_Energy_Center_LLC_1,gas,223.2,6,2001,6,2031,"(37.6577,-89.511161)",30,,,,19
Grand_Tower_Energy_Center_LLC_2,gas,223.2,7,2001,7,2031,"(37.6577,-89.511161)",30,,,,19
Dresden_Generating_Station_2,nuclear,"1,009.30",8,1970,8,2030,"(41.39,-88.27)",60,,,,50
Dresden_Generating_Station_3,nuclear,"1,009.30",10,1971,10,2031,"(41.39,-88.27)",60,,,,49
Kincaid_Generation_LLC_1,coal,659.5,6,1967,12,2027,"(39.590556,-89.496389)",30,,,,53
Kincaid_Generation_LLC_2,coal,659.5,6,1968,12,2027,"(39.590556,-89.496389)",30,,,,52
Quad_Cities_Generating_Station_1,nuclear,"1,009.30",12,1972,12,2032,"(41.726111,-90.310278)",60,,,,48
Quad_Cities_Generating_Station_2,nuclear,"1,009.30",12,1972,12,2032,"(41.726111,-90.310278)",60,,,,48
Waukegan_7,coal,326.4,6,1958,6,2022,"(42.3833,-87.8133)",30,,,,62
Waukegan_8,coal,355.3,7,1962,6,2022,"(42.3833,-87.8133)",30,,,,58
Will_County_4,coal,598.4,6,1963,6,2022,"(41.6334,-88.0629)",30,,,,57
Joppa_Steam_1,coal,183.3,8,1953,9,2022,"(37.2094,-88.858889)",30,,,,67
Joppa_Steam_2,coal,183.3,9,1953,9,2022,"(37.2094,-88.858889)",30,,,,67
Joppa_Steam_3,coal,183.3,5,1954,9,2022,"(37.2094,-88.858889)",30,,,,66
Joppa_Steam_4,coal,183.3,8,1954,9,2022,"(37.2094,-88.858889)",30,,,,66
Joppa_Steam_5,coal,183.3,6,1955,9,2022,"(37.2094,-88.858889)",30,,,,65
Joppa_Steam_6,coal,183.3,8,1955,9,2022,"(37.2094,-88.858889)",30,,,,65
Baldwin_Energy_Complex_1,coal,625.1,7,1970,12,2025,"(38.205,-89.8544)",30,,,,50
Baldwin_Energy_Complex_2,coal,634.5,3,1973,12,2025,"(38.205,-89.8544)",30,,,,47
Alamo_1,hydro,19.6,7,1986,7,2026,"(34.8158,-118.6867)",40,,,,34
Venice_GT2,gas,61,6,2002,6,2032,"(38.6642,-90.1764)",30,,,,18
Venice_GT3,gas,200,6,2005,6,2035,"(38.6642,-90.1764)",30,,,,15
Venice_GT4,gas,200,6,2005,6,2035,"(38.6642,-90.1764)",30,,,,15
Venice_GT5,gas,125,10,2005,10,2035,"(38.6642,-90.1764)",30,,,,15
Quincy_Chute_1,hydro,9.4,10,1985,10,2025,"(46.982514,-119.257764)",40,,,,35
Hydro_Plant_No_3_2,hydro,0.7,9,1984,9,2024,"(39.205623,-111.334381)",40,,,,36
Hydro_Plant_No_3_3,hydro,2.1,9,1984,9,2024,"(39.205623,-111.334381)",40,,,,36
Geneseo_10,wind,1.5,9,2009,9,2029,"(41.451494,-90.148547)",20,,,,11
Geneseo_11,wind,1.5,10,2009,10,2029,"(41.451494,-90.148547)",20,,,,11
Geneseo_12,solar,1.2,8,2015,8,2040,"(41.451494,-90.148547)",25,,,,5
Geneseo_5A,gas,4.4,8,1990,8,2020,"(41.451494,-90.148547)",30,,,,30
Geneseo_6A,gas,3,5,2003,5,2033,"(41.451494,-90.148547)",30,,,,17
Peru_(IL)_HC1,hydro,1.9,9,1996,9,2036,"(41.3237,-89.1123)",40,,,,24
Peru_(IL)_HC2,hydro,1.9,9,1996,9,2036,"(41.3237,-89.1123)",40,,,,24
Peru_(IL)_HC3,hydro,1.9,9,1996,9,2036,"(41.3237,-89.1123)",40,,,,24
Peru_(IL)_HC4,hydro,1.9,9,1996,9,2036,"(41.3237,-89.1123)",40,,,,24
North_Ninth_Street_SOL1,solar,0.3,11,2014,11,2039,"(41.9093,-89.0498)",25,,,,6
Dallman_3,coal,207.3,6,1978,12,2023,"(39.754803,-89.602389)",30,,,,42
Dallman_4,coal,230.1,5,2009,5,2039,"(39.754803,-89.602389)",30,,,,11
Last_Chance_1,hydro,0.2,2,1984,2,2024,"(42.603349,-111.705304)",40,,,,36
Last_Chance_2,hydro,0.5,2,1984,2,2024,"(42.603349,-111.705304)",40,,,,36
Last_Chance_3,hydro,1,2,1984,2,2024,"(42.603349,-111.705304)",40,,,,36
Twin_Branch_H1E,hydro,0.6,5,1989,5,2029,"(41.665,-86.1322)",40,,,,31
Twin_Branch_H1W,hydro,0.6,5,1989,5,2029,"(41.665,-86.1322)",40,,,,31
Twin_Branch_H2W,hydro,0.6,5,1989,5,2029,"(41.665,-86.1322)",40,,,,31
Twin_Branch_H3W,hydro,0.6,5,1989,5,2029,"(41.665,-86.1322)",40,,,,31
Twin_Branch_H4W,hydro,0.6,5,1989,5,2029,"(41.665,-86.1322)",40,,,,31
Twin_Branch_H5W,hydro,0.6,5,1989,5,2029,"(41.665,-86.1322)",40,,,,31
Twin_Branch_H6E,hydro,0.6,5,1989,5,2029,"(41.665,-86.1322)",40,,,,31
Twin_Branch_H6W,hydro,0.6,5,1989,5,2029,"(41.665,-86.1322)",40,,,,31
Harding_Street_GT4,gas,83,4,1994,4,2024,"(39.711319,-86.196867)",30,,,,26
Harding_Street_GT5,gas,83,1,1995,1,2025,"(39.711319,-86.196867)",30,,,,25
Harding_Street_GT6,gas,161,5,2002,5,2032,"(39.711319,-86.196867)",30,,,,18
Eagle_Valley_(IN)_GT1,gas,207,4,2018,4,2048,"(39.48517,-86.4183)",30,,,,2
Eagle_Valley_(IN)_GT2,gas,207,4,2018,4,2048,"(39.48517,-86.4183)",30,,,,2
Eagle_Valley_(IN)_STG1,gas,230,4,2018,4,2048,"(39.48517,-86.4183)",30,,,,2
CC_Perry_K_7,gas,1.7,6,2009,6,2039,"(39.7631,-86.1667)",30,,,,11
CC_Perry_K_8,gas,1.7,6,2009,6,2039,"(39.7631,-86.1667)",30,,,,11
AES_Petersburg_ST2,coal,523.3,12,1969,5,2023,"(38.5281,-87.2525)",30,,,,51
Michigan_City_12,coal,540,5,1974,5,2028,"(41.7208,-86.9086)",30,,,,46
Cayuga_4,gas,112.5,6,1993,6,2023,"(39.9242,-87.4244)",30,,,,27
Noblesville_3,gas,61,6,2003,6,2033,"(40.0969,-85.9714)",30,,,,17
Noblesville_4,gas,61,6,2003,6,2033,"(40.0969,-85.9714)",30,,,,17
Noblesville_5,gas,61,6,2003,6,2033,"(40.0969,-85.9714)",30,,,,17
F_B_Culley_2,coal,103.7,12,1966,12,2025,"(37.9111,-87.3275)",30,,,,54
Butler-Warner_Generation_Plant_10,solar,1,6,2019,6,2044,"(35.0986,-78.8294)",25,,,,1
Manti_Lower_2,hydro,0.6,1,1989,1,2029,"(39.255911,-111.621491)",40,,,,31
Manti_Lower_HC1,hydro,0.6,1,1989,1,2029,"(39.255911,-111.621491)",40,,,,31
Crawfordsville_Power_Plant_4,coal,11.5,1,1955,6,2023,"(40.048889,-86.8992)",30,,,,65
Rensselaer_City_Light_Plant_14,gas,5,7,1994,7,2024,"(40.939528,-87.154472)",30,,,,26
Rensselaer_City_Light_Plant_15,gas,8.4,9,2006,9,2036,"(40.939528,-87.154472)",30,,,,14
Lansing_4,coal,274.5,5,1977,12,2022,"(43.3359,-91.1675)",30,,,,43
Prairie_Creek_1,coal,14.6,4,1997,4,2027,"(41.944039,-91.639167)",30,,,,23
Walter_Scott_Jr_Energy_Center_4,coal,922.5,6,2007,6,2037,"(41.18,-95.8408)",30,,,,13
Burlington_(IA)_GT1,gas,19.7,5,1994,6,2026,"(40.7412,-91.116667)",30,,,,26
Burlington_(IA)_GT2,gas,19.7,5,1995,6,2026,"(40.7412,-91.116667)",30,,,,25
Burlington_(IA)_GT3,gas,19.7,4,1996,6,2026,"(40.7412,-91.116667)",30,,,,24
Burlington_(IA)_GT4,gas,19.7,7,1994,6,2026,"(40.7412,-91.116667)",30,,,,26
Atlantic_6,gas,10,7,1999,7,2029,"(41.409,-95)",30,,,,21
Gas_Turbine_(IA)_2,gas,23.8,9,2000,9,2030,"(42.512,-92.476)",30,,,,20
Muscatine_Plant_#1_7,coal,25,4,1958,6,2023,"(41.3917,-91.0569)",30,,,,62
Muscatine_Plant_#1_8,coal,75,1,1969,6,2023,"(41.3917,-91.0569)",30,,,,51
Muscatine_Plant_#1_8A,coal,18,7,2000,6,2023,"(41.3917,-91.0569)",30,,,,20
Osage_(IA)_SO,solar,0.8,11,2016,11,2041,"(43.279722,-92.810556)",25,,,,4
Osage_(IA)_W1,wind,1.6,12,2009,12,2029,"(43.279722,-92.810556)",20,,,,11
Vinton_9,gas,3,9,1992,9,2022,"(42.1697,-92.0222)",30,,,,28
Summit_Lake_R1,gas,18.8,4,2021,4,2051,"(41.1136,-94.3472)",30,,,,-1
Summit_Lake_R2,gas,18.8,4,2021,4,2051,"(41.1136,-94.3472)",30,,,,-1
Summit_Lake_R3,gas,18.8,4,2021,4,2051,"(41.1136,-94.3472)",30,,,,-1
Earl_F_Wisdom_2,gas,81.6,4,2004,4,2034,"(43.1606,-95.2569)",30,,,,16
Riverton_12,gas,148.8,5,2007,5,2037,"(37.072616,-94.698704)",30,,,,13
Riverton_2-Dec,gas,118.8,5,2016,5,2046,"(37.072616,-94.698704)",30,,,,4
Gordon_Evans_Energy_Center_GT1,gas,98.3,6,2000,6,2030,"(37.7903,-97.521667)",30,,,,20
Gordon_Evans_Energy_Center_GT2,gas,98.3,6,2000,6,2030,"(37.7903,-97.521667)",30,,,,20
Gordon_Evans_Energy_Center_GT3,gas,178.5,6,2001,6,2031,"(37.7903,-97.521667)",30,,,,19
Chanute_2_14,gas,60,2,2002,2,2032,"(37.6953,-95.4586)",30,,,,18
Clay_Center_IC4,gas,3.5,4,1996,4,2026,"(39.373966,-97.127211)",30,,,,24
Clay_Center_IC5,gas,3.5,6,1996,6,2026,"(39.373966,-97.127211)",30,,,,24
Clay_Center_IC6,gas,6.8,3,2005,3,2035,"(39.373966,-97.127211)",30,,,,15
Goodland_12,gas,1,5,1995,5,2025,"(39.341622,-101.705188)",30,,,,25
Goodland_13,gas,1.3,5,1999,5,2029,"(39.341622,-101.705188)",30,,,,21
Holton_12,gas,3.1,5,2001,5,2031,"(39.4735,-95.73155)",30,,,,19
Holton_13,gas,3.1,5,2001,5,2031,"(39.4735,-95.73155)",30,,,,19
Iola_1,gas,5,8,1998,8,2028,"(37.923076,-95.425572)",30,,,,22
Iola_2,gas,5,6,2000,6,2030,"(37.923076,-95.425572)",30,,,,20
Kingman_Municipal_Power_and_Light_Plant_9,gas,6.3,12,1993,12,2023,"(37.38311,-98.070364)",30,,,,27
Osage_City_IC3,gas,2,5,2011,5,2041,"(38.633183,-95.827658)",30,,,,9
Russell_Downtown_11,gas,3.6,11,1994,11,2024,"(38.893333,-98.856944)",30,,,,26
Russell_Downtown_12,gas,3.6,11,1994,11,2024,"(38.893333,-98.856944)",30,,,,26
Sabetha_Power_Plant_12,gas,4.4,1,2001,1,2031,"(39.904922,-95.803367)",30,,,,19
Wamego_10,gas,3.2,3,2016,3,2046,"(39.1992,-96.3086)",30,,,,4
Wamego_7,gas,1.3,6,1996,6,2026,"(39.1992,-96.3086)",30,,,,24
Wamego_8,gas,1.3,6,1996,6,2026,"(39.1992,-96.3086)",30,,,,24
Wamego_9,gas,1.3,6,1996,6,2026,"(39.1992,-96.3086)",30,,,,24
E_W_Brown_10,gas,126,12,1995,12,2025,"(37.78831,-84.71257)",30,,,,25
E_W_Brown_11,gas,126,5,1996,5,2026,"(37.78831,-84.71257)",30,,,,24
E_W_Brown_5,gas,123,6,2001,6,2031,"(37.78831,-84.71257)",30,,,,19
E_W_Brown_6,gas,176.8,8,1999,8,2029,"(37.78831,-84.71257)",30,,,,21
E_W_Brown_7,gas,176.8,8,1999,8,2029,"(37.78831,-84.71257)",30,,,,21
E_W_Brown_8,gas,126,2,1995,2,2025,"(37.78831,-84.71257)",30,,,,25
E_W_Brown_9,gas,126,8,1994,8,2024,"(37.78831,-84.71257)",30,,,,26
E_W_Brown_SOLAR,solar,13,5,2016,5,2041,"(37.78831,-84.71257)",25,,,,4
Mother_Ann_Lee_1,hydro,0.7,12,2008,12,2048,"(37.8297,-84.7247)",40,,,,12
Mother_Ann_Lee_2,hydro,0.7,7,2007,7,2047,"(37.8297,-84.7247)",40,,,,13
Mother_Ann_Lee_3,hydro,0.7,3,2007,3,2047,"(37.8297,-84.7247)",40,,,,13
Cane_Run_7A,gas,260,6,2015,6,2045,"(38.1831,-85.8892)",30,,,,5
Cane_Run_7B,gas,260,6,2015,6,2045,"(38.1831,-85.8892)",30,,,,5
Cane_Run_7S,gas,287,6,2015,6,2045,"(38.1831,-85.8892)",30,,,,5
Paddys_Run_13,gas,178,6,2001,6,2031,"(38.223592,-85.841704)",30,,,,19
Paradise_CTG1,gas,231,4,2017,4,2047,"(37.2608,-86.9783)",30,,,,3
Paradise_CTG2,gas,231,4,2017,4,2047,"(37.2608,-86.9783)",30,,,,3
Paradise_CTG3,gas,231,4,2017,4,2047,"(37.2608,-86.9783)",30,,,,3
Paradise_STG1,gas,467,4,2017,4,2047,"(37.2608,-86.9783)",30,,,,3
Shawnee_1,coal,175,4,1953,12,2033,"(37.1517,-88.775)",30,,,,67
Shawnee_2,coal,175,6,1953,12,2033,"(37.1517,-88.775)",30,,,,67
Shawnee_4,coal,175,1,1954,12,2033,"(37.1517,-88.775)",30,,,,66
Shawnee_5,coal,175,10,1954,12,2033,"(37.1517,-88.775)",30,,,,66
Shawnee_6,coal,175,11,1954,12,2033,"(37.1517,-88.775)",30,,,,66
